date,yhat,region,category
2/3/19,2117.157941,Central,Technology
2/4/19,2036.631261,Central,Technology
2/5/19,2032.813589,Central,Technology
2/6/19,2083.992846,Central,Technology
2/7/19,1912.136043,Central,Technology
2/8/19,2601.166702,Central,Technology
2/9/19,2412.307323,Central,Technology
2/10/19,2385.740966,Central,Technology
2/11/19,2178.771153,Central,Technology
2/12/19,2045.754251,Central,Technology
2/13/19,1967.3622,Central,Technology
2/14/19,1667.960005,Central,Technology
2/15/19,2233.829372,Central,Technology
2/16/19,1928.458227,Central,Technology
2/17/19,1794.151523,Central,Technology
2/18/19,1490.143787,Central,Technology
2/19/19,1272.488755,Central,Technology
2/20/19,1123.28499,Central,Technology
2/21/19,768.0228457,Central,Technology
2/22/19,1293.784857,Central,Technology
2/23/19,964.5198785,Central,Technology
2/24/19,822.6467108,Central,Technology
2/25/19,527.1678012,Central,Technology
2/26/19,333.5682868,Central,Technology
2/27/19,223.0589966,Central,Technology
2/28/19,-80.05173814,Central,Technology
3/1/19,509.873947,Central,Technology
3/2/19,255.1151577,Central,Technology
3/3/19,196.2383677,Central,Technology
3/4/19,-9.742572119,Central,Technology
3/5/19,-109.4184849,Central,Technology
3/6/19,-123.6916314,Central,Technology
3/7/19,-330.3536255,Central,Technology
3/8/19,354.1956337,Central,Technology
3/9/19,190.3062383,Central,Technology
3/10/19,216.7673457,Central,Technology
3/11/19,89.00547333,Central,Technology
3/12/19,59.06516181,Central,Technology
3/13/19,104.9286099,Central,Technology
3/14/19,-52.0427306,Central,Technology
3/15/19,671.1851583,Central,Technology
3/16/19,534.6819364,Central,Technology
3/17/19,577.2393565,Central,Technology
3/18/19,454.5597328,Central,Technology
3/19/19,419.219988,Central,Technology
3/20/19,449.9684678,Central,Technology
3/21/19,269.1382588,Central,Technology
3/22/19,960.9076475,Central,Technology
1/6/18,872.5973556,East,Technology
1/10/18,258.0549828,East,Technology
1/12/18,155.6642739,East,Technology
1/19/18,15.39447271,East,Technology
1/27/18,580.5328802,East,Technology
1/28/18,655.448101,East,Technology
2/2/18,257.3754269,East,Technology
2/6/18,415.9741648,East,Technology
2/9/18,152.3854659,East,Technology
2/10/18,537.8110885,East,Technology
2/11/18,559.0952761,East,Technology
2/12/18,805.9294215,East,Technology
2/16/18,-37.97918617,East,Technology
2/17/18,359.9189261,East,Technology
2/24/18,387.5785478,East,Technology
3/6/18,369.7989927,East,Technology
3/7/18,188.2658088,East,Technology
3/10/18,553.0713403,East,Technology
3/11/18,578.3588496,East,Technology
3/12/18,823.5116867,East,Technology
3/13/18,236.7757076,East,Technology
3/16/18,-84.2206609,East,Technology
3/17/18,285.6111868,East,Technology
3/20/18,-52.85439134,East,Technology
3/24/18,110.9336427,East,Technology
3/26/18,473.6431387,East,Technology
3/31/18,441.5142999,East,Technology
4/4/18,439.5887335,East,Technology
4/9/18,1696.034369,East,Technology
4/11/18,1125.700999,East,Technology
4/12/18,1624.921822,East,Technology
4/24/18,1014.649988,East,Technology
4/30/18,1033.888961,East,Technology
5/10/18,674.2538886,East,Technology
5/11/18,287.3319464,East,Technology
5/12/18,768.860935,East,Technology
5/14/18,1244.192663,East,Technology
5/18/18,783.6742152,East,Technology
5/19/18,1253.219851,East,Technology
5/25/18,926.8295038,East,Technology
6/2/18,841.6292397,East,Technology
6/8/18,32.52847634,East,Technology
6/10/18,446.2060773,East,Technology
6/16/18,557.4140104,East,Technology
6/17/18,675.4146067,East,Technology
6/19/18,555.887202,East,Technology
6/20/18,456.7607005,East,Technology
6/26/18,1076.302586,East,Technology
7/3/18,1115.454832,East,Technology
7/7/18,1100.767523,East,Technology
7/11/18,385.8890511,East,Technology
7/12/18,748.8696232,East,Technology
7/13/18,234.4179902,East,Technology
7/14/18,589.0807753,East,Technology
7/15/18,590.0691222,East,Technology
7/17/18,249.5645499,East,Technology
7/18/18,52.39062279,East,Technology
7/21/18,485.9584207,East,Technology
7/22/18,571.0687383,East,Technology
7/27/18,399.451219,East,Technology
7/30/18,1350.983208,East,Technology
7/31/18,863.6927693,East,Technology
8/7/18,1042.583492,East,Technology
8/9/18,1243.784236,East,Technology
8/12/18,1107.191706,East,Technology
8/18/18,635.794936,East,Technology
8/27/18,768.577158,East,Technology
9/7/18,668.1321126,East,Technology
9/9/18,1219.076708,East,Technology
9/11/18,990.9495433,East,Technology
9/14/18,781.8866184,East,Technology
9/15/18,1168.82422,East,Technology
9/16/18,1182.950407,East,Technology
9/17/18,1414.109379,East,Technology
9/20/18,944.9165827,East,Technology
9/22/18,783.7046927,East,Technology
9/24/18,990.7839274,East,Technology
9/25/18,387.5874863,East,Technology
9/29/18,480.885113,East,Technology
10/3/18,120.5536163,East,Technology
10/4/18,594.9524744,East,Technology
10/9/18,644.638578,East,Technology
10/11/18,1044.778548,East,Technology
10/12/18,668.5856472,East,Technology
10/19/18,985.4132231,East,Technology
10/21/18,1457.306351,East,Technology
10/22/18,1722.516954,East,Technology
10/23/18,1151.732811,East,Technology
10/26/18,853.1409154,East,Technology
10/30/18,853.1702169,East,Technology
11/3/18,914.3068912,East,Technology
11/4/18,940.170004,East,Technology
11/7/18,456.7293985,East,Technology
11/12/18,1298.247304,East,Technology
11/13/18,788.0053086,East,Technology
11/14/18,649.3925443,East,Technology
11/16/18,729.9576499,East,Technology
11/17/18,1189.453814,East,Technology
11/18/18,1283.771849,East,Technology
11/20/18,1085.408519,East,Technology
11/24/18,1385.205513,East,Technology
11/26/18,1708.312425,East,Technology
11/28/18,942.6907923,East,Technology
11/30/18,874.4381651,East,Technology
12/3/18,1502.53257,East,Technology
12/5/18,689.6337544,East,Technology
12/6/18,1087.770722,East,Technology
12/10/18,1269.667581,East,Technology
12/11/18,704.8811395,East,Technology
12/14/18,506.4400501,East,Technology
12/21/18,659.982667,East,Technology
12/22/18,1102.220232,East,Technology
12/25/18,947.7855014,East,Technology
12/27/18,1223.807697,East,Technology
12/28/18,778.1808078,East,Technology
12/30/18,1225.708956,East,Technology
12/31/18,1482.951938,East,Technology
1/1/19,906.4030395,East,Technology
1/2/19,691.6612384,East,Technology
1/3/19,1089.308544,East,Technology
1/4/19,598.5266146,East,Technology
1/5/19,964.9459905,East,Technology
1/6/19,965.215011,East,Technology
1/7/19,1189.163759,East,Technology
1/8/19,585.4254968,East,Technology
1/9/19,350.3888353,East,Technology
1/10/19,735.2149148,East,Technology
1/11/19,239.4369937,East,Technology
1/12/19,608.7997754,East,Technology
1/13/19,619.8258159,East,Technology
1/14/19,861.9844227,East,Technology
1/15/19,283.3253265,East,Technology
1/16/19,79.44996812,East,Technology
1/17/19,500.5540631,East,Technology
1/18/19,45.05803249,East,Technology
1/19/19,457.4816532,East,Technology
1/20/19,513.0491536,East,Technology
1/21/19,799.8989503,East,Technology
1/22/19,264.7590201,East,Technology
1/23/19,101.9594442,East,Technology
1/24/19,560.5144921,East,Technology
1/25/19,137.7895959,East,Technology
1/26/19,577.4084251,East,Technology
1/27/19,653.8852743,East,Technology
1/28/19,954.8561053,East,Technology
1/29/19,426.7685748,East,Technology
1/30/19,263.9021289,East,Technology
1/31/19,715.4502981,East,Technology
2/1/19,279.1805428,East,Technology
2/2/19,699.3270894,East,Technology
2/3/19,751.20242,East,Technology
2/4/19,1023.401425,East,Technology
2/5/19,463.459403,East,Technology
2/6/19,266.8359996,East,Technology
2/7/19,683.9583835,East,Technology
2/8/19,213.8402425,East,Technology
2/9/19,601.9333502,East,Technology
2/10/19,624.6986884,East,Technology
2/11/19,871.77243,East,Technology
2/12/19,291.5891985,East,Technology
2/13/19,80.33583183,East,Technology
2/14/19,488.9699243,East,Technology
2/15/19,16.82056134,East,Technology
2/16/19,409.4286098,East,Technology
2/17/19,443.1139543,East,Technology
2/18/19,707.1451529,East,Technology
2/19/19,149.3738622,East,Technology
2/20/19,-34.79304874,East,Technology
2/21/19,404.6500449,East,Technology
2/22/19,-34.06084169,East,Technology
2/23/19,393.4168453,East,Technology
2/24/19,462.1391414,East,Technology
2/25/19,760.0875389,East,Technology
2/26/19,233.8470096,East,Technology
2/27/19,77.62161258,East,Technology
2/28/19,540.3200308,East,Technology
3/1/19,119.2263377,East,Technology
3/2/19,557.9111307,East,Technology
3/3/19,630.8681421,East,Technology
3/4/19,925.7495493,East,Technology
3/5/19,389.0601718,East,Technology
3/6/19,215.1814749,East,Technology
3/7/19,653.4573448,East,Technology
3/8/19,201.8568064,East,Technology
3/9/19,604.8689427,East,Technology
3/10/19,638.115509,East,Technology
3/11/19,890.5550874,East,Technology
3/12/19,310.1398226,East,Technology
3/13/19,92.79672176,East,Technology
3/14/19,489.4667163,East,Technology
3/15/19,-0.281966141,East,Technology
3/16/19,369.590614,East,Technology
3/17/19,376.1585923,East,Technology
3/18/19,609.6862385,East,Technology
3/19/19,19.23989637,East,Technology
3/20/19,-198.3706709,East,Technology
3/21/19,208.4129661,East,Technology
3/22/19,-260.5152725,East,Technology
3/23/19,140.9000903,East,Technology
3/24/19,189.4291131,East,Technology
3/25/19,474.7122456,East,Technology
3/26/19,-55.118364,East,Technology
3/27/19,-204.4787725,East,Technology
3/28/19,276.6997438,East,Technology
3/29/19,-113.4064241,East,Technology
3/30/19,369.3563109,East,Technology
1/4/18,1330.349386,National,Technology
1/5/18,1192.413174,National,Technology
1/6/18,1179.826237,National,Technology
1/8/18,998.9196835,National,Technology
1/9/18,763.453565,National,Technology
1/10/18,755.268434,National,Technology
1/12/18,706.3245752,National,Technology
1/14/18,675.9370783,National,Technology
1/15/18,636.6156369,National,Technology
1/19/18,639.3817436,National,Technology
1/20/18,741.8464299,National,Technology
1/21/18,780.888935,National,Technology
1/22/18,826.1067309,National,Technology
1/23/18,734.1854862,National,Technology
1/24/18,872.0930319,National,Technology
1/26/18,1108.113231,National,Technology
1/27/18,1256.435207,National,Technology
1/28/18,1328.868761,National,Technology
1/30/18,1308.190037,National,Technology
2/1/18,1633.046671,National,Technology
2/2/18,1615.955233,National,Technology
2/3/18,1715.824818,National,Technology
2/4/18,1728.310433,National,Technology
2/5/18,1723.57184,National,Technology
2/6/18,1559.460014,National,Technology
2/9/18,1603.390975,National,Technology
2/10/18,1612.96591,National,Technology
2/11/18,1537.761588,National,Technology
2/12/18,1450.134942,National,Technology
2/13/18,1210.005934,National,Technology
2/16/18,1084.785843,National,Technology
2/17/18,1062.187327,National,Technology
2/18/18,968.4243885,National,Technology
2/20/18,645.5948187,National,Technology
2/21/18,646.7444404,National,Technology
2/23/18,628.0329109,National,Technology
2/24/18,664.422112,National,Technology
2/26/18,622.2200508,National,Technology
3/3/18,828.6816664,National,Technology
3/6/18,847.2086259,National,Technology
3/7/18,985.7032605,National,Technology
3/8/18,1199.53623,National,Technology
3/9/18,1210.840458,National,Technology
3/10/18,1348.329448,National,Technology
3/11/18,1407.022069,National,Technology
3/12/18,1456.279567,National,Technology
3/13/18,1353.009722,National,Technology
3/14/18,1464.852091,National,Technology
3/16/18,1609.38394,National,Technology
3/17/18,1695.616854,National,Technology
3/18/18,1697.811527,National,Technology
3/19/18,1687.000922,National,Technology
3/20/18,1521.806287,National,Technology
3/23/18,1597.984465,National,Technology
3/24/18,1631.116056,National,Technology
3/25/18,1585.861926,National,Technology
3/26/18,1534.25419,National,Technology
3/27/18,1335.673812,National,Technology
3/28/18,1359.968949,National,Technology
3/30/18,1359.871883,National,Technology
3/31/18,1391.65237,National,Technology
4/4/18,1179.804354,National,Technology
4/5/18,1305.544293,National,Technology
4/6/18,1233.672701,National,Technology
4/9/18,1269.966097,National,Technology
4/11/18,1178.646403,National,Technology
4/12/18,1318.483902,National,Technology
4/16/18,1279.90704,National,Technology
4/17/18,1106.49171,National,Technology
4/21/18,1200.11152,National,Technology
4/23/18,1091.501435,National,Technology
4/24/18,883.4213914,National,Technology
4/25/18,895.283475,National,Technology
4/28/18,872.079055,National,Technology
4/30/18,746.3305718,National,Technology
5/2/18,564.0963867,National,Technology
5/3/18,667.5924101,National,Technology
5/6/18,600.9945773,National,Technology
5/7/18,584.8755492,National,Technology
5/8/18,431.7823842,National,Technology
5/9/18,510.2350037,National,Technology
5/10/18,671.347739,National,Technology
5/11/18,638.4372086,National,Technology
5/12/18,741.1124402,National,Technology
5/13/18,774.9762981,National,Technology
5/14/18,809.6491919,National,Technology
5/15/18,701.9702907,National,Technology
5/18/18,1000.793843,National,Technology
5/19/18,1116.545126,National,Technology
5/20/18,1153.771299,National,Technology
5/22/18,1058.054411,National,Technology
5/25/18,1255.222131,National,Technology
5/26/18,1322.438362,National,Technology
5/27/18,1305.847736,National,Technology
5/28/18,1276.406027,National,Technology
5/30/18,1123.962381,National,Technology
6/2/18,1128.715264,National,Technology
6/3/18,1065.756938,National,Technology
6/5/18,782.2116123,National,Technology
6/8/18,766.3495825,National,Technology
6/10/18,743.4818555,National,Technology
6/11/18,701.4555838,National,Technology
6/13/18,573.7074856,National,Technology
6/15/18,651.160479,National,Technology
6/16/18,730.7612187,National,Technology
6/17/18,743.7415707,National,Technology
6/19/18,637.1147847,National,Technology
6/20/18,742.1869491,National,Technology
6/25/18,1094.687767,National,Technology
6/26/18,978.1049255,National,Technology
6/27/18,1079.59853,National,Technology
6/29/18,1210.536674,National,Technology
6/30/18,1292.458744,National,Technology
7/1/18,1291.225382,National,Technology
7/3/18,1108.682719,National,Technology
7/4/18,1154.264929,National,Technology
7/5/18,1265.946544,National,Technology
7/7/18,1192.721021,National,Technology
7/8/18,1136.860921,National,Technology
7/9/18,1072.817707,National,Technology
7/10/18,860.1584067,National,Technology
7/11/18,869.0590957,National,Technology
7/12/18,952.5769698,National,Technology
7/13/18,836.2070447,National,Technology
7/14/18,851.9140097,National,Technology
7/15/18,797.7699058,National,Technology
7/17/18,555.6666538,National,Technology
7/18/18,596.6890641,National,Technology
7/20/18,653.7390372,National,Technology
7/21/18,724.8908688,National,Technology
7/22/18,731.2914299,National,Technology
7/23/18,743.4583862,National,Technology
7/24/18,619.0012907,National,Technology
7/26/18,914.3048453,National,Technology
7/27/18,907.2353987,National,Technology
7/28/18,1033.618898,National,Technology
7/29/18,1088.544249,National,Technology
7/30/18,1141.193609,National,Technology
7/31/18,1048.055836,National,Technology
8/5/18,1515.807148,National,Technology
8/6/18,1536.222777,National,Technology
8/7/18,1401.490239,National,Technology
8/9/18,1621.910391,National,Technology
8/10/18,1552.044223,National,Technology
8/12/18,1564.856328,National,Technology
8/13/18,1516.055535,National,Technology
8/17/18,1283.66801,National,Technology
8/18/18,1285.024905,National,Technology
8/20/18,1131.870134,National,Technology
8/21/18,909.3516433,National,Technology
8/23/18,995.209842,National,Technology
8/26/18,857.7315311,National,Technology
8/27/18,816.4885298,National,Technology
8/28/18,638.0170616,National,Technology
8/31/18,770.0369366,National,Technology
9/2/18,861.1681104,National,Technology
9/3/18,875.3870096,National,Technology
9/5/18,850.0843563,National,Technology
9/7/18,1006.906647,National,Technology
9/9/18,1147.255422,National,Technology
9/11/18,1052.625308,National,Technology
9/12/18,1150.279155,National,Technology
9/14/18,1278.607604,National,Technology
9/15/18,1362.507061,National,Technology
9/16/18,1365.855492,National,Technology
9/17/18,1359.322461,National,Technology
9/18/18,1201.104397,National,Technology
9/19/18,1260.073345,National,Technology
9/20/18,1388.078345,National,Technology
9/21/18,1309.528954,National,Technology
9/22/18,1355.450819,National,Technology
9/23/18,1323.143444,National,Technology
9/24/18,1284.152506,National,Technology
9/25/18,1097.4135,National,Technology
9/28/18,1148.890551,National,Technology
9/29/18,1186.171425,National,Technology
9/30/18,1150.360083,National,Technology
10/3/18,976.5098818,National,Technology
10/4/18,1098.442916,National,Technology
10/6/18,1076.105332,National,Technology
10/8/18,1039.339802,National,Technology
10/9/18,876.2587894,National,Technology
10/11/18,1074.143382,National,Technology
10/12/18,1009.547779,National,Technology
10/13/18,1073.674279,National,Technology
10/14/18,1062.676668,National,Technology
10/16/18,884.2782076,National,Technology
10/17/18,943.0881466,National,Technology
10/19/18,1002.95266,National,Technology
10/20/18,1058.325625,National,Technology
10/21/18,1037.5714,National,Technology
10/22/18,1011.733902,National,Technology
10/23/18,839.3056443,National,Technology
10/26/18,937.392084,National,Technology
10/27/18,990.7876084,National,Technology
10/28/18,971.2826169,National,Technology
10/30/18,786.2664054,National,Technology
10/31/18,848.5214596,National,Technology
11/2/18,931.3915099,National,Technology
11/3/18,1006.744713,National,Technology
11/4/18,1011.516864,National,Technology
11/6/18,879.1992581,National,Technology
11/7/18,968.2462563,National,Technology
11/8/18,1134.466462,National,Technology
11/9/18,1101.118571,National,Technology
11/11/18,1220.455332,National,Technology
11/12/18,1238.783254,National,Technology
11/13/18,1110.047329,National,Technology
11/14/18,1201.954595,National,Technology
11/16/18,1322.403559,National,Technology
11/17/18,1403.603477,National,Technology
11/18/18,1404.577885,National,Technology
11/19/18,1395.561628,National,Technology
11/20/18,1234.299672,National,Technology
11/21/18,1289.222386,National,Technology
11/23/18,1326.018285,National,Technology
11/24/18,1362.723543,National,Technology
11/25/18,1319.03412,National,Technology
11/26/18,1266.461899,National,Technology
11/27/18,1064.040677,National,Technology
11/28/18,1081.462971,National,Technology
11/30/18,1058.918785,National,Technology
12/3/18,963.6448271,National,Technology
12/5/18,797.0411412,National,Technology
12/6/18,909.1741588,National,Technology
12/8/18,882.2954954,National,Technology
12/10/18,865.7588226,National,Technology
12/11/18,723.3195599,National,Technology
12/14/18,962.1108762,National,Technology
12/15/18,1075.059438,National,Technology
12/16/18,1118.697145,National,Technology
12/18/18,1063.004957,National,Technology
12/21/18,1379.370377,National,Technology
12/22/18,1497.979534,National,Technology
12/23/18,1536.285682,National,Technology
12/24/18,1563.621217,National,Technology
12/25/18,1436.833762,National,Technology
12/27/18,1674.183786,National,Technology
12/28/18,1612.245073,National,Technology
12/29/18,1667.757115,National,Technology
12/30/18,1637.291641,National,Technology
12/31/18,1591.904453,National,Technology
1/1/19,1390.303334,National,Technology
1/2/19,1401.99502,National,Technology
1/3/19,1479.581519,National,Technology
1/4/19,1348.335139,National,Technology
1/5/19,1340.242151,National,Technology
1/6/19,1253.645278,National,Technology
1/7/19,1161.197565,National,Technology
1/8/19,922.9846932,National,Technology
1/9/19,909.6318673,National,Technology
1/10/19,974.5666896,National,Technology
1/11/19,843.5684169,National,Technology
1/12/19,848.7942655,National,Technology
1/13/19,788.413557,National,Technology
1/14/19,734.5625321,National,Technology
1/15/19,546.4769789,National,Technology
1/16/19,593.6185725,National,Technology
1/17/19,727.9658991,National,Technology
1/18/19,673.5998334,National,Technology
1/19/19,760.7730128,National,Technology
1/20/19,785.5930601,National,Technology
1/21/19,818.0310763,National,Technology
1/22/19,715.1111097,National,Technology
1/23/19,844.0949613,National,Technology
1/24/19,1054.831709,National,Technology
1/25/19,1069.400022,National,Technology
1/26/19,1216.231453,National,Technology
1/27/19,1289.842861,National,Technology
1/28/19,1358.888154,National,Technology
1/29/19,1279.383822,National,Technology
1/30/19,1417.921649,National,Technology
1/31/19,1624.037173,National,Technology
2/1/19,1619.861445,National,Technology
2/2/19,1734.243987,National,Technology
2/3/19,1762.475092,National,Technology
2/4/19,1774.317919,National,Technology
2/5/19,1627.20537,National,Technology
2/6/19,1689.415912,National,Technology
2/7/19,1812.397911,National,Technology
2/8/19,1720.371222,National,Technology
2/9/19,1744.395302,National,Technology
2/10/19,1682.033487,National,Technology
2/11/19,1605.325445,National,Technology
2/12/19,1373.924446,National,Technology
2/13/19,1358.215194,National,Technology
2/14/19,1411.58339,National,Technology
2/15/19,1259.967237,National,Technology
2/16/19,1235.881494,National,Technology
2/17/19,1138.044921,National,Technology
2/18/19,1039.324081,National,Technology
2/19/19,799.8508894,National,Technology
2/20/19,790.1301657,National,Technology
2/21/19,863.3085781,National,Technology
2/22/19,744.7351599,National,Technology
2/23/19,766.0037095,National,Technology
2/24/19,724.6073486,National,Technology
2/25/19,691.9174101,National,Technology
2/26/19,526.3430392,National,Technology
2/27/19,596.48654,National,Technology
2/28/19,753.4645141,National,Technology
3/1/19,720.5234964,National,Technology
3/2/19,827.1388557,National,Technology
3/3/19,868.7256603,National,Technology
3/4/19,914.6721296,National,Technology
3/5/19,821.5505543,National,Technology
3/6/19,956.3193281,National,Technology
3/7/19,1168.684883,National,Technology
3/8/19,1180.751157,National,Technology
3/9/19,1321.144493,National,Technology
3/10/19,1384.742021,National,Technology
3/11/19,1440.713751,National,Technology
3/12/19,1345.733124,National,Technology
3/13/19,1467.169766,National,Technology
3/14/19,1655.433618,National,Technology
3/15/19,1633.598676,National,Technology
3/16/19,1731.495065,National,Technology
3/17/19,1745.398535,National,Technology
3/18/19,1746.028796,National,Technology
3/19/19,1591.71274,National,Technology
3/20/19,1651.527731,National,Technology
3/21/19,1777.595589,National,Technology
3/22/19,1694.656944,National,Technology
3/23/19,1734.116139,National,Technology
3/24/19,1693.687115,National,Technology
3/25/19,1645.352899,National,Technology
3/26/19,1448.495871,National,Technology
3/27/19,1473.014849,National,Technology
3/28/19,1571.600325,National,Technology
3/29/19,1469.297989,National,Technology
3/30/19,1497.55096,National,Technology
1/4/18,271.3494091,South,Technology
1/5/18,111.1098888,South,Technology
1/8/18,-357.8337293,South,Technology
1/14/18,375.7845461,South,Technology
1/26/18,1651.197006,South,Technology
2/1/18,1909.157238,South,Technology
2/4/18,1502.909329,South,Technology
2/11/18,295.826843,South,Technology
2/17/18,-712.8380884,South,Technology
3/6/18,892.0953772,South,Technology
3/7/18,2493.31195,South,Technology
3/11/18,2285.909518,South,Technology
3/12/18,2036.756587,South,Technology
3/26/18,2089.876399,South,Technology
3/27/18,2278.354321,South,Technology
3/31/18,1757.850586,South,Technology
4/6/18,841.2045844,South,Technology
4/11/18,1758.140815,South,Technology
4/12/18,682.7368602,South,Technology
4/16/18,105.5408968,South,Technology
4/23/18,240.3700347,South,Technology
4/28/18,681.1249892,South,Technology
4/30/18,49.99477116,South,Technology
5/3/18,494.7619885,South,Technology
5/9/18,1242.29857,South,Technology
5/18/18,138.879436,South,Technology
5/19/18,264.1792484,South,Technology
5/26/18,740.933239,South,Technology
5/27/18,720.9615219,South,Technology
6/5/18,703.8644574,South,Technology
6/15/18,237.8437551,South,Technology
6/16/18,251.2776706,South,Technology
6/20/18,1250.465495,South,Technology
7/4/18,1512.724885,South,Technology
7/8/18,345.464043,South,Technology
7/10/18,227.1192992,South,Technology
7/12/18,455.1030705,South,Technology
7/21/18,36.94849583,South,Technology
7/29/18,-128.8341163,South,Technology
7/31/18,-182.4218059,South,Technology
8/9/18,586.5927163,South,Technology
8/13/18,203.7860608,South,Technology
8/17/18,833.3082912,South,Technology
8/20/18,411.689613,South,Technology
8/23/18,1020.126824,South,Technology
8/26/18,800.9617342,South,Technology
8/31/18,646.7457733,South,Technology
9/11/18,250.5193239,South,Technology
9/12/18,1571.303272,South,Technology
9/18/18,277.6442801,South,Technology
9/22/18,527.4142462,South,Technology
9/23/18,468.6800089,South,Technology
9/24/18,26.39836347,South,Technology
10/12/18,443.0523255,South,Technology
10/16/18,197.267039,South,Technology
