date,yhat,region,category
7/20/18,382.897275,Central,Office Supplies
7/21/18,385.5953877,Central,Office Supplies
7/23/18,333.2062424,Central,Office Supplies
7/25/18,444.8443087,Central,Office Supplies
7/29/18,434.2096005,Central,Office Supplies
7/31/18,363.1436536,Central,Office Supplies
8/5/18,323.7398178,Central,Office Supplies
8/6/18,129.9753178,Central,Office Supplies
8/9/18,214.3601647,Central,Office Supplies
8/12/18,268.8418236,Central,Office Supplies
8/15/18,216.448895,Central,Office Supplies
8/17/18,120.4647611,Central,Office Supplies
8/18/18,127.5057941,Central,Office Supplies
8/19/18,271.1604932,Central,Office Supplies
8/21/18,238.1569803,Central,Office Supplies
8/26/18,282.9419164,Central,Office Supplies
8/27/18,101.9262318,Central,Office Supplies
8/28/18,246.3766403,Central,Office Supplies
8/29/18,234.8955695,Central,Office Supplies
8/31/18,136.9182622,Central,Office Supplies
9/2/18,284.4270343,Central,Office Supplies
9/4/18,249.4740076,Central,Office Supplies
9/6/18,222.9317094,Central,Office Supplies
9/7/18,149.2437896,Central,Office Supplies
9/9/18,307.252913,Central,Office Supplies
9/10/18,132.9024971,Central,Office Supplies
9/12/18,283.1356745,Central,Office Supplies
9/14/18,206.5789627,Central,Office Supplies
9/15/18,223.6906222,Central,Office Supplies
9/16/18,377.6648126,Central,Office Supplies
9/17/18,208.8344565,Central,Office Supplies
9/18/18,365.8711071,Central,Office Supplies
9/21/18,293.4134973,Central,Office Supplies
9/22/18,309.7703503,Central,Office Supplies
9/23/18,461.4426561,Central,Office Supplies
9/24/18,288.754709,Central,Office Supplies
9/25/18,440.4112224,Central,Office Supplies
9/28/18,343.6216206,Central,Office Supplies
9/29/18,349.6396904,Central,Office Supplies
9/30/18,490.1909385,Central,Office Supplies
10/4/18,400.1659196,Central,Office Supplies
10/7/18,440.2414099,Central,Office Supplies
10/8/18,247.5094443,Central,Office Supplies
10/9/18,380.1723837,Central,Office Supplies
10/12/18,236.4849473,Central,Office Supplies
10/13/18,231.2662393,Central,Office Supplies
10/14/18,363.1538917,Central,Office Supplies
10/19/18,183.9250822,Central,Office Supplies
10/21/18,326.3489973,Central,Office Supplies
10/22/18,144.2646378,Central,Office Supplies
10/23/18,288.9004297,Central,Office Supplies
10/26/18,185.1713709,Central,Office Supplies
10/27/18,193.2899042,Central,Office Supplies
10/28/18,337.8889958,Central,Office Supplies
10/30/18,306.2928217,Central,Office Supplies
10/31/18,297.1914264,Central,Office Supplies
11/3/18,208.701493,Central,Office Supplies
11/4/18,350.416272,Central,Office Supplies
11/5/18,168.3047906,Central,Office Supplies
11/7/18,297.9395754,Central,Office Supplies
11/8/18,275.398581,Central,Office Supplies
11/9/18,195.0794995,Central,Office Supplies
11/11/18,336.275538,Central,Office Supplies
11/12/18,152.0324055,Central,Office Supplies
11/13/18,293.8801278,Central,Office Supplies
11/14/18,280.5433656,Central,Office Supplies
11/18/18,331.5410353,Central,Office Supplies
11/19/18,153.564562,Central,Office Supplies
11/20/18,302.7405687,Central,Office Supplies
11/22/18,285.2524343,Central,Office Supplies
11/23/18,216.8505242,Central,Office Supplies
11/24/18,232.7277253,Central,Office Supplies
11/25/18,386.1051884,Central,Office Supplies
11/26/18,217.3361191,Central,Office Supplies
11/27/18,375.0955018,Central,Office Supplies
11/30/18,308.5490162,Central,Office Supplies
12/1/18,327.9647536,Central,Office Supplies
12/5/18,468.5508484,Central,Office Supplies
12/10/18,359.0086448,Central,Office Supplies
12/11/18,501.6489268,Central,Office Supplies
12/14/18,375.8609963,Central,Office Supplies
12/15/18,372.417238,Central,Office Supplies
12/16/18,504.0621028,Central,Office Supplies
12/17/18,311.6307963,Central,Office Supplies
12/21/18,300.6013709,Central,Office Supplies
12/22/18,295.7903865,Central,Office Supplies
12/23/18,428.5758848,Central,Office Supplies
12/24/18,239.8169484,Central,Office Supplies
12/25/18,378.6947387,Central,Office Supplies
12/26/18,363.9887067,Central,Office Supplies
12/28/18,266.9367391,Central,Office Supplies
12/29/18,276.5021536,Central,Office Supplies
12/30/18,424.9883058,Central,Office Supplies
12/31/18,252.8665615,Central,Office Supplies
1/1/19,408.8973852,Central,Office Supplies
1/2/19,411.4168638,Central,Office Supplies
1/3/19,407.1949541,Central,Office Supplies
1/4/19,347.2132309,Central,Office Supplies
1/5/19,371.5026616,Central,Office Supplies
1/6/19,533.0107736,Central,Office Supplies
1/7/19,371.8221285,Central,Office Supplies
1/8/19,536.3545561,Central,Office Supplies
1/9/19,544.6548886,Central,Office Supplies
1/10/19,543.2651432,Central,Office Supplies
1/11/19,483.006716,Central,Office Supplies
1/12/19,503.8229355,Central,Office Supplies
1/13/19,658.6492113,Central,Office Supplies
1/14/19,487.6346047,Central,Office Supplies
1/15/19,639.3372397,Central,Office Supplies
1/16/19,632.017306,Central,Office Supplies
1/17/19,612.4986697,Central,Office Supplies
1/18/19,531.9467626,Central,Office Supplies
1/19/19,530.7032587,Central,Office Supplies
1/20/19,662.1469701,Central,Office Supplies
1/21/19,466.9050244,Central,Office Supplies
1/22/19,594.0370034,Central,Office Supplies
1/23/19,562.3160841,Central,Office Supplies
1/24/19,519.0784933,Central,Office Supplies
1/25/19,415.9892598,Central,Office Supplies
1/26/19,393.8650748,Central,Office Supplies
1/27/19,506.5239909,Central,Office Supplies
1/28/19,294.9863019,Central,Office Supplies
1/29/19,408.6495366,Central,Office Supplies
1/30/19,366.5618333,Central,Office Supplies
1/31/19,316.2651927,Central,Office Supplies
2/1/19,209.5567384,Central,Office Supplies
2/2/19,187.3088975,Central,Office Supplies
2/3/19,303.3182837,Central,Office Supplies
2/4/19,98.507632,Central,Office Supplies
2/5/19,222.1036733,Central,Office Supplies
2/6/19,192.9151269,Central,Office Supplies
2/7/19,158.1821766,Central,Office Supplies
2/8/19,69.34538472,Central,Office Supplies
2/9/19,66.87474972,Central,Office Supplies
2/10/19,204.1284552,Central,Office Supplies
2/11/19,21.56539692,Central,Office Supplies
2/12/19,167.9341056,Central,Office Supplies
2/13/19,161.5619601,Central,Office Supplies
2/14/19,149.2157748,Central,Office Supplies
2/15/19,81.88144114,Central,Office Supplies
2/16/19,99.60306819,Central,Office Supplies
2/17/19,255.3509313,Central,Office Supplies
2/18/19,89.2421019,Central,Office Supplies
2/19/19,249.7361983,Central,Office Supplies
2/20/19,254.9300056,Central,Office Supplies
2/21/19,251.4219463,Central,Office Supplies
2/22/19,190.0940193,Central,Office Supplies
2/23/19,210.9516308,Central,Office Supplies
2/24/19,366.9906496,Central,Office Supplies
2/25/19,198.415622,Central,Office Supplies
2/26/19,353.8316876,Central,Office Supplies
2/27/19,351.5340799,Central,Office Supplies
2/28/19,338.3663592,Central,Office Supplies
3/1/19,265.4951847,Central,Office Supplies
3/2/19,273.242263,Central,Office Supplies
3/3/19,414.9430234,Central,Office Supplies
3/4/19,231.1561897,Central,Office Supplies
3/5/19,370.8470165,Central,Office Supplies
3/6/19,352.6682983,Central,Office Supplies
3/7/19,323.8105104,Central,Office Supplies
3/8/19,235.7690826,Central,Office Supplies
3/9/19,229.1696127,Central,Office Supplies
3/10/19,357.6207166,Central,Office Supplies
3/11/19,161.9187973,Central,Office Supplies
3/12/19,291.2275839,Central,Office Supplies
3/13/19,264.3565985,Central,Office Supplies
3/14/19,228.6099227,Central,Office Supplies
3/15/19,135.5532484,Central,Office Supplies
3/16/19,125.8399684,Central,Office Supplies
3/17/19,253.0659255,Central,Office Supplies
3/18/19,57.97699709,Central,Office Supplies
3/19/19,189.6522401,Central,Office Supplies
3/20/19,166.7866096,Central,Office Supplies
3/21/19,136.5444682,Central,Office Supplies
3/22/19,50.33170548,Central,Office Supplies
3/23/19,48.62705917,Central,Office Supplies
3/24/19,184.8420941,Central,Office Supplies
3/25/19,-0.466138742,Central,Office Supplies
3/26/19,141.5928212,Central,Office Supplies
3/27/19,129.5299185,Central,Office Supplies
3/28/19,110.3339206,Central,Office Supplies
3/29/19,35.24675635,Central,Office Supplies
3/30/19,44.59738808,Central,Office Supplies
1/4/18,501.6676966,East,Office Supplies
1/6/18,526.7295568,East,Office Supplies
1/11/18,537.7755492,East,Office Supplies
1/12/18,523.3160844,East,Office Supplies
1/15/18,548.8913708,East,Office Supplies
1/19/18,447.1173391,East,Office Supplies
1/20/18,445.8850439,East,Office Supplies
1/27/18,323.7375391,East,Office Supplies
1/29/18,326.4373179,East,Office Supplies
2/2/18,233.5011392,East,Office Supplies
2/3/18,241.5644939,East,Office Supplies
2/4/18,162.7989347,East,Office Supplies
2/6/18,311.4329027,East,Office Supplies
2/9/18,222.06884,East,Office Supplies
2/10/18,242.3257725,East,Office Supplies
2/11/18,175.3363797,East,Office Supplies
2/12/18,289.7669527,East,Office Supplies
2/13/18,345.5151013,East,Office Supplies
2/16/18,280.9596592,East,Office Supplies
2/17/18,306.9452862,East,Office Supplies
2/24/18,370.2816223,East,Office Supplies
2/28/18,409.1907919,East,Office Supplies
3/2/18,363.4493737,East,Office Supplies
3/5/18,396.2093807,East,Office Supplies
3/6/18,435.4991583,East,Office Supplies
3/7/18,374.1563008,East,Office Supplies
3/9/18,311.7563527,East,Office Supplies
3/10/18,316.0024694,East,Office Supplies
3/11/18,231.2216024,East,Office Supplies
3/12/18,326.4129155,East,Office Supplies
3/13/18,361.8215467,East,Office Supplies
3/16/18,233.1964697,East,Office Supplies
3/17/18,237.9695611,East,Office Supplies
3/19/18,252.2452548,East,Office Supplies
3/20/18,290.7850398,East,Office Supplies
3/21/18,230.4638897,East,Office Supplies
3/23/18,174.839566,East,Office Supplies
3/24/18,184.4777566,East,Office Supplies
3/25/18,106.1486239,East,Office Supplies
3/30/18,148.3784947,East,Office Supplies
3/31/18,161.2943643,East,Office Supplies
4/2/18,190.5364282,East,Office Supplies
4/4/18,181.2527684,East,Office Supplies
4/5/18,147.9479021,East,Office Supplies
4/9/18,178.859209,East,Office Supplies
4/11/18,170.9056415,East,Office Supplies
4/12/18,138.7041105,East,Office Supplies
4/13/18,127.573041,East,Office Supplies
4/14/18,143.0461564,East,Office Supplies
4/16/18,178.9263498,East,Office Supplies
4/20/18,146.4106598,East,Office Supplies
4/23/18,216.6044576,East,Office Supplies
4/24/18,272.7008592,East,Office Supplies
4/28/18,235.8910468,East,Office Supplies
4/29/18,174.0798843,East,Office Supplies
4/30/18,292.4497567,East,Office Supplies
5/5/18,310.1257522,East,Office Supplies
5/10/18,326.0591414,East,Office Supplies
5/11/18,313.9801745,East,Office Supplies
5/12/18,326.1675134,East,Office Supplies
5/13/18,247.9746438,East,Office Supplies
5/14/18,348.3244116,East,Office Supplies
5/16/18,325.6059316,East,Office Supplies
5/18/18,261.6133819,East,Office Supplies
5/19/18,264.9520774,East,Office Supplies
5/21/18,273.984153,East,Office Supplies
5/25/18,184.3901751,East,Office Supplies
5/28/18,217.3110794,East,Office Supplies
6/2/18,204.8628178,East,Office Supplies
6/3/18,142.8574723,East,Office Supplies
6/5/18,326.0468183,East,Office Supplies
6/7/18,278.4793578,East,Office Supplies
6/8/18,287.7191515,East,Office Supplies
6/10/18,271.4814475,East,Office Supplies
6/11/18,399.2937173,East,Office Supplies
6/16/18,455.074358,East,Office Supplies
6/19/18,561.1609463,East,Office Supplies
6/20/18,510.8914908,East,Office Supplies
6/21/18,478.3140559,East,Office Supplies
6/22/18,462.9178562,East,Office Supplies
6/24/18,385.4372741,East,Office Supplies
6/26/18,507.3677648,East,Office Supplies
6/29/18,345.7432398,East,Office Supplies
6/30/18,335.1705003,East,Office Supplies
7/3/18,334.0948233,East,Office Supplies
7/7/18,154.8155161,East,Office Supplies
7/8/18,61.23295613,East,Office Supplies
7/9/18,150.5442173,East,Office Supplies
7/11/18,119.423705,East,Office Supplies
7/14/18,80.03449013,East,Office Supplies
7/15/18,9.780193031,East,Office Supplies
7/17/18,180.454751,East,Office Supplies
7/18/18,141.2400899,East,Office Supplies
7/20/18,134.1021649,East,Office Supplies
7/21/18,170.4870835,East,Office Supplies
7/23/18,251.4067196,East,Office Supplies
7/25/18,297.6066675,East,Office Supplies
7/29/18,299.1505535,East,Office Supplies
7/30/18,428.8612724,East,Office Supplies
7/31/18,497.1530126,East,Office Supplies
8/4/18,481.1445752,East,Office Supplies
8/6/18,531.8749277,East,Office Supplies
8/7/18,583.9591315,East,Office Supplies
8/9/18,503.1962239,East,Office Supplies
8/10/18,490.88459,East,Office Supplies
8/11/18,502.8378008,East,Office Supplies
8/12/18,424.5940667,East,Office Supplies
8/13/18,525.2362824,East,Office Supplies
8/15/18,504.6142465,East,Office Supplies
8/17/18,445.1591061,East,Office Supplies
8/18/18,451.6870227,East,Office Supplies
8/19/18,369.8158768,East,Office Supplies
8/20/18,468.5843169,East,Office Supplies
8/21/18,508.2556658,East,Office Supplies
8/24/18,396.4154346,East,Office Supplies
8/25/18,407.9888606,East,Office Supplies
8/27/18,437.2981381,East,Office Supplies
8/29/18,431.9207026,East,Office Supplies
9/1/18,411.5761703,East,Office Supplies
9/4/18,503.9145279,East,Office Supplies
9/7/18,422.6740147,East,Office Supplies
9/9/18,372.8423164,East,Office Supplies
9/10/18,483.2843094,East,Office Supplies
9/11/18,533.549288,East,Office Supplies
9/12/18,483.7032805,East,Office Supplies
9/14/18,445.0747809,East,Office Supplies
9/15/18,461.2114009,East,Office Supplies
9/16/18,388.0801452,East,Office Supplies
9/17/18,494.5098462,East,Office Supplies
9/18/18,540.5880458,East,Office Supplies
9/19/18,486.4559748,East,Office Supplies
9/20/18,452.8099023,East,Office Supplies
9/21/18,439.20809,East,Office Supplies
9/22/18,451.1081613,East,Office Supplies
9/25/18,518.397989,East,Office Supplies
9/28/18,405.9394592,East,Office Supplies
9/29/18,414.3145009,East,Office Supplies
9/30/18,333.5650413,East,Office Supplies
10/2/18,471.252884,East,Office Supplies
10/3/18,409.8968394,East,Office Supplies
10/4/18,369.1331458,East,Office Supplies
10/6/18,353.4824845,East,Office Supplies
10/9/18,400.6897164,East,Office Supplies
10/11/18,293.0270013,East,Office Supplies
10/12/18,270.1338743,East,Office Supplies
10/13/18,273.2853553,East,Office Supplies
10/14/18,187.9037042,East,Office Supplies
10/15/18,282.9489884,East,Office Supplies
10/17/18,255.2596437,East,Office Supplies
10/19/18,193.460316,East,Office Supplies
10/20/18,200.3306739,East,Office Supplies
10/21/18,119.700109,East,Office Supplies
10/22/18,220.5415417,East,Office Supplies
10/23/18,263.0670504,East,Office Supplies
10/26/18,164.1595688,East,Office Supplies
10/28/18,111.8710862,East,Office Supplies
10/29/18,224.256995,East,Office Supplies
10/30/18,278.6505108,East,Office Supplies
11/2/18,215.409287,East,Office Supplies
11/3/18,243.9338479,East,Office Supplies
11/4/18,184.9244883,East,Office Supplies
11/5/18,307.0039489,East,Office Supplies
11/8/18,318.9598224,East,Office Supplies
11/11/18,297.8726017,East,Office Supplies
11/12/18,419.1756651,East,Office Supplies
11/13/18,479.6003495,East,Office Supplies
11/14/18,439.0429317,East,Office Supplies
11/16/18,415.7421986,East,Office Supplies
11/17/18,437.6357583,East,Office Supplies
11/18/18,368.8351119,East,Office Supplies
11/19/18,478.0840932,East,Office Supplies
11/20/18,525.4147847,East,Office Supplies
11/21/18,470.9455633,East,Office Supplies
11/23/18,418.3392975,East,Office Supplies
11/24/18,425.3523817,East,Office Supplies
11/26/18,436.8977433,East,Office Supplies
11/27/18,470.7220802,East,Office Supplies
11/28/18,403.7039331,East,Office Supplies
11/30/18,329.754698,East,Office Supplies
12/1/18,328.3589936,East,Office Supplies
12/4/18,359.2809937,East,Office Supplies
12/5/18,291.3345611,East,Office Supplies
12/6/18,245.4856385,East,Office Supplies
12/7/18,221.5309305,East,Office Supplies
12/8/18,225.1446401,East,Office Supplies
12/9/18,141.8426813,East,Office Supplies
12/10/18,240.6386275,East,Office Supplies
12/11/18,281.7657296,East,Office Supplies
12/14/18,182.4977431,East,Office Supplies
12/16/18,132.8739305,East,Office Supplies
12/17/18,247.3248252,East,Office Supplies
12/18/18,304.1971264,East,Office Supplies
12/20/18,245.7465368,East,Office Supplies
12/21/18,250.3090832,East,Office Supplies
12/22/18,282.417614,East,Office Supplies
12/24/18,353.1055476,East,Office Supplies
12/25/18,420.1033622,East,Office Supplies
12/26/18,388.0131743,East,Office Supplies
12/27/18,377.2473617,East,Office Supplies
12/28/18,387.076588,East,Office Supplies
12/29/18,422.6726303,East,Office Supplies
12/30/18,369.0800207,East,Office Supplies
12/31/18,494.8787534,East,Office Supplies
1/1/19,559.9123062,East,Office Supplies
1/2/19,524.0874793,East,Office Supplies
1/3/19,507.8803607,East,Office Supplies
1/4/19,510.6475454,East,Office Supplies
1/5/19,537.6673261,East,Office Supplies
1/6/19,474.1094963,East,Office Supplies
1/7/19,588.6960549,East,Office Supplies
1/8/19,641.4270889,East,Office Supplies
1/9/19,592.3783711,East,Office Supplies
1/10/19,562.2050066,East,Office Supplies
1/11/19,550.4502827,East,Office Supplies
1/12/19,562.5844609,East,Office Supplies
1/13/19,483.9721737,East,Office Supplies
1/14/19,583.5307331,East,Office Supplies
1/15/19,621.4536437,East,Office Supplies
1/16/19,558.0058741,East,Office Supplies
1/17/19,514.0252342,East,Office Supplies
1/18/19,489.2290285,East,Office Supplies
1/19/19,489.2507384,East,Office Supplies
1/20/19,399.6054137,East,Office Supplies
1/21/19,489.3460945,East,Office Supplies
1/22/19,518.785577,East,Office Supplies
1/23/19,448.290094,East,Office Supplies
1/24/19,398.7792812,East,Office Supplies
1/25/19,370.031618,East,Office Supplies
1/26/19,367.7201211,East,Office Supplies
1/27/19,277.3769914,East,Office Supplies
1/28/19,368.0495594,East,Office Supplies
1/29/19,400.021863,East,Office Supplies
1/30/19,333.6084461,East,Office Supplies
1/31/19,289.6547669,East,Office Supplies
2/1/19,267.8434155,East,Office Supplies
2/2/19,273.7309264,East,Office Supplies
2/3/19,192.7138877,East,Office Supplies
2/4/19,293.6866879,East,Office Supplies
2/5/19,336.7652211,East,Office Supplies
2/6/19,282.0831215,East,Office Supplies
2/7/19,250.2948862,East,Office Supplies
2/8/19,240.8850528,East,Office Supplies
2/9/19,259.2081742,East,Office Supplies
2/10/19,190.4582427,East,Office Supplies
2/11/19,303.3298475,East,Office Supplies
2/12/19,357.7453258,East,Office Supplies
2/13/19,313.6544108,East,Office Supplies
2/14/19,291.5406682,East,Office Supplies
2/15/19,290.7338176,East,Office Supplies
2/16/19,316.4526087,East,Office Supplies
2/17/19,253.7768409,East,Office Supplies
2/18/19,371.3107426,East,Office Supplies
2/19/19,428.9119155,East,Office Supplies
2/20/19,386.4922956,East,Office Supplies
2/21/19,364.5253826,East,Office Supplies
2/22/19,362.3588017,East,Office Supplies
2/23/19,385.2568524,East,Office Supplies
2/24/19,318.3716249,East,Office Supplies
2/25/19,430.4049104,East,Office Supplies
2/26/19,481.3351308,East,Office Supplies
2/27/19,431.2157768,East,Office Supplies
2/28/19,400.6796532,East,Office Supplies
3/1/19,389.248059,East,Office Supplies
3/2/19,402.3696274,East,Office Supplies
3/3/19,325.3874894,East,Office Supplies
3/4/19,427.1970773,East,Office Supplies
3/5/19,467.9688891,East,Office Supplies
3/6/19,407.9428018,East,Office Supplies
3/7/19,367.9283321,East,Office Supplies
3/8/19,347.6100687,East,Office Supplies
3/9/19,352.583097,East,Office Supplies
3/10/19,268.3171634,East,Office Supplies
3/11/19,363.8119741,East,Office Supplies
3/12/19,399.3180136,East,Office Supplies
3/13/19,335.1295218,East,Office Supplies
3/14/19,292.0840642,East,Office Supplies
3/15/19,269.8679404,East,Office Supplies
3/16/19,274.0522496,East,Office Supplies
3/17/19,190.0583494,East,Office Supplies
3/18/19,286.8150652,East,Office Supplies
3/19/19,324.4819874,East,Office Supplies
3/20/19,263.2454281,East,Office Supplies
3/21/19,223.8213924,East,Office Supplies
3/22/19,205.7647143,East,Office Supplies
3/23/19,214.509078,East,Office Supplies
3/24/19,135.3365452,East,Office Supplies
3/25/19,237.0388379,East,Office Supplies
3/26/19,279.6445953,East,Office Supplies
3/27/19,223.2190651,East,Office Supplies
3/28/19,188.3704769,East,Office Supplies
3/29/19,174.5621504,East,Office Supplies
3/30/19,187.154969,East,Office Supplies
1/1/18,930.1121131,National,Office Supplies
1/4/18,773.9101031,National,Office Supplies
1/5/18,799.1475906,National,Office Supplies
1/6/18,959.646533,National,Office Supplies
1/7/18,834.2838059,National,Office Supplies
1/8/18,843.4733367,National,Office Supplies
1/9/18,897.1025838,National,Office Supplies
1/10/18,828.6249634,National,Office Supplies
1/11/18,652.1727462,National,Office Supplies
1/12/18,671.0631704,National,Office Supplies
1/13/18,827.9528601,National,Office Supplies
1/14/18,701.6439826,National,Office Supplies
1/15/18,712.4060318,National,Office Supplies
1/16/18,769.9182441,National,Office Supplies
1/19/18,566.5218917,National,Office Supplies
1/20/18,733.47481,National,Office Supplies
1/21/18,617.8547358,National,Office Supplies
1/22/18,639.5420593,National,Office Supplies
1/23/18,707.8370487,National,Office Supplies
1/24/18,655.5713313,National,Office Supplies
1/26/18,532.5302133,National,Office Supplies
1/27/18,706.4897171,National,Office Supplies
1/28/18,596.3566438,National,Office Supplies
1/29/18,621.8954726,National,Office Supplies
1/30/18,692.3547699,National,Office Supplies
2/1/18,480.1431983,National,Office Supplies
2/2/18,513.8697575,National,Office Supplies
2/3/18,684.0035403,National,Office Supplies
2/4/18,569.0267382,National,Office Supplies
2/5/18,588.9900001,National,Office Supplies
2/6/18,653.4602802,National,Office Supplies
2/7/18,595.622901,National,Office Supplies
2/9/18,457.9724635,National,Office Supplies
2/10/18,623.9165862,National,Office Supplies
2/11/18,506.0316598,National,Office Supplies
2/12/18,524.6495332,National,Office Supplies
2/13/18,589.5749306,National,Office Supplies
2/16/18,407.8159117,National,Office Supplies
2/17/18,582.6645885,National,Office Supplies
2/18/18,475.7835251,National,Office Supplies
2/19/18,507.362893,National,Office Supplies
2/20/18,586.9997643,National,Office Supplies
2/23/18,456.9139446,National,Office Supplies
2/24/18,650.2690665,National,Office Supplies
2/25/18,561.8304231,National,Office Supplies
2/26/18,611.333972,National,Office Supplies
2/28/18,684.2347771,National,Office Supplies
3/1/18,553.5799,National,Office Supplies
3/2/18,618.4208634,National,Office Supplies
3/3/18,820.5701368,National,Office Supplies
3/4/18,738.0112352,National,Office Supplies
3/5/18,790.2393073,National,Office Supplies
3/6/18,886.2210322,National,Office Supplies
3/7/18,858.5104039,National,Office Supplies
3/8/18,720.3843021,National,Office Supplies
3/9/18,774.3699947,National,Office Supplies
3/10/18,962.4190977,National,Office Supplies
3/11/18,862.7309139,National,Office Supplies
3/12/18,895.0885965,National,Office Supplies
3/13/18,968.8127778,National,Office Supplies
3/16/18,780.2180254,National,Office Supplies
3/17/18,941.0122243,National,Office Supplies
3/18/18,814.1167719,National,Office Supplies
3/19/18,819.8553518,National,Office Supplies
3/20/18,868.0781246,National,Office Supplies
3/21/18,792.2573149,National,Office Supplies
3/23/18,614.5629632,National,Office Supplies
3/24/18,758.9881376,National,Office Supplies
3/25/18,618.922998,National,Office Supplies
3/26/18,614.9289495,National,Office Supplies
3/27/18,657.0193678,National,Office Supplies
3/28/18,578.7522733,National,Office Supplies
